model,extinction_mechanism,n_rep,β_int_shared,β_int_all,β_spp,links_left,links_right
lmatrix,random,90,4,4,8,92,79
lmatrix,generality_descending,90,9,9,11,92,39
lmatrix,vulnerability_descending,90,10,10,10,92,87
lmatrix,size_descending,90,9,9,11,92,39
lmatrix,motility_descending,90,8,8,10,92,86
lmatrix,tiering_descending,90,1,1,4,92,57
lmatrix,calcification_descending,90,17,17,11,92,81
lmatrix,generality_ascending,90,8,8,8,92,47
lmatrix,vulnerability_ascending,90,8,8,10,92,48
lmatrix,size_ascending,90,13,13,10,92,87
lmatrix,motility_ascending,90,15,15,10,92,91
lmatrix,tiering_ascending,90,22,22,12,92,91
lmatrix,calcification_ascending,90,15,15,11,92,65
niche,random,90,3,3,9,84,41
niche,generality_descending,90,5,5,13,84,19
niche,vulnerability_descending,90,3,3,9,84,32
niche,generality_ascending,90,1,1,6,84,52
niche,vulnerability_ascending,90,5,5,10,84,53
niche,random,90,4,4,11,84,33
niche,generality_descending,90,5,5,13,84,19
niche,vulnerability_descending,90,3,3,9,84,32
niche,generality_ascending,90,1,1,6,84,52
niche,vulnerability_ascending,90,5,5,10,84,53
niche,random,90,4,4,12,84,39
niche,generality_descending,90,5,5,13,84,19
niche,vulnerability_descending,90,3,3,9,84,32
niche,generality_ascending,90,1,1,6,84,52
niche,vulnerability_ascending,90,5,5,10,84,53
niche,random,90,3,3,7,84,42
niche,generality_descending,90,5,5,13,84,19
niche,vulnerability_descending,90,3,3,9,84,32
niche,generality_ascending,90,1,1,6,84,52
niche,vulnerability_ascending,90,5,5,10,84,53
niche,random,90,3,3,11,84,26
niche,generality_descending,90,5,5,13,84,19
niche,vulnerability_descending,90,3,3,9,84,32
niche,generality_ascending,90,1,1,6,84,52
niche,vulnerability_ascending,90,5,5,10,84,53
pfim_metaweb,random,90,24,24,10,82,57
pfim_metaweb,generality_descending,90,7,7,8,82,19
pfim_metaweb,vulnerability_descending,90,11,11,7,82,46
pfim_metaweb,size_descending,90,16,16,10,82,56
pfim_metaweb,motility_descending,90,19,19,10,82,50
pfim_metaweb,tiering_descending,90,2,2,3,82,76
pfim_metaweb,calcification_descending,90,30,30,10,82,65
pfim_metaweb,generality_ascending,90,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,90,31,31,13,82,67
pfim_metaweb,size_ascending,90,27,27,8,82,78
pfim_metaweb,motility_ascending,90,17,17,11,82,54
pfim_metaweb,tiering_ascending,90,62,62,15,82,91
pfim_metaweb,calcification_ascending,90,27,27,11,82,43
pfim_metaweb,random,90,17,17,8,82,52
pfim_metaweb,generality_descending,90,7,7,8,82,19
pfim_metaweb,vulnerability_descending,90,11,11,7,82,46
pfim_metaweb,size_descending,90,19,19,12,82,49
pfim_metaweb,motility_descending,90,33,33,11,82,55
pfim_metaweb,tiering_descending,90,2,2,3,82,76
pfim_metaweb,calcification_descending,90,24,24,10,82,76
pfim_metaweb,generality_ascending,90,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,90,31,31,13,82,67
pfim_metaweb,size_ascending,90,27,27,8,82,85
pfim_metaweb,motility_ascending,90,12,12,8,82,51
pfim_metaweb,tiering_ascending,90,56,56,13,82,93
pfim_metaweb,calcification_ascending,90,22,22,9,82,63
pfim_metaweb,random,90,15,15,8,82,44
pfim_metaweb,generality_descending,90,7,7,8,82,19
pfim_metaweb,vulnerability_descending,90,11,11,7,82,46
pfim_metaweb,size_descending,90,15,15,10,82,54
pfim_metaweb,motility_descending,90,32,32,11,82,71
pfim_metaweb,tiering_descending,90,2,2,3,82,76
pfim_metaweb,calcification_descending,90,11,11,8,82,48
pfim_metaweb,generality_ascending,90,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,90,31,31,13,82,67
pfim_metaweb,size_ascending,90,26,26,8,82,70
pfim_metaweb,motility_ascending,90,14,14,10,82,38
pfim_metaweb,tiering_ascending,90,62,62,15,82,101
pfim_metaweb,calcification_ascending,90,19,19,9,82,59
pfim_metaweb,random,90,16,16,9,82,51
pfim_metaweb,generality_descending,90,7,7,8,82,19
pfim_metaweb,vulnerability_descending,90,11,11,7,82,46
pfim_metaweb,size_descending,90,15,15,10,82,54
pfim_metaweb,motility_descending,90,12,12,8,82,36
pfim_metaweb,tiering_descending,90,2,2,3,82,76
pfim_metaweb,calcification_descending,90,7,7,8,82,62
pfim_metaweb,generality_ascending,90,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,90,31,31,13,82,67
pfim_metaweb,size_ascending,90,26,26,8,82,75
pfim_metaweb,motility_ascending,90,18,18,9,82,30
pfim_metaweb,tiering_ascending,90,56,56,13,82,92
pfim_metaweb,calcification_ascending,90,20,20,9,82,67
pfim_metaweb,random,90,14,14,7,82,68
pfim_metaweb,generality_descending,90,7,7,8,82,19
pfim_metaweb,vulnerability_descending,90,11,11,7,82,46
pfim_metaweb,size_descending,90,19,19,12,82,57
pfim_metaweb,motility_descending,90,29,29,11,82,53
pfim_metaweb,tiering_descending,90,2,2,3,82,76
pfim_metaweb,calcification_descending,90,16,16,8,82,83
pfim_metaweb,generality_ascending,90,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,90,31,31,13,82,67
pfim_metaweb,size_ascending,90,33,33,9,82,76
pfim_metaweb,motility_ascending,90,17,17,10,82,71
pfim_metaweb,tiering_ascending,90,53,53,13,82,101
pfim_metaweb,calcification_ascending,90,18,18,8,82,57
pfim_downsample,random,90,23,23,10,78,59
pfim_downsample,generality_descending,90,6,6,7,78,19
pfim_downsample,vulnerability_descending,90,15,15,9,78,47
pfim_downsample,size_descending,90,12,12,11,78,34
pfim_downsample,motility_descending,90,13,13,8,78,65
pfim_downsample,tiering_descending,90,2,2,3,78,70
pfim_downsample,calcification_descending,90,24,24,12,78,46
pfim_downsample,generality_ascending,90,21,21,10,78,73
pfim_downsample,vulnerability_ascending,90,32,32,14,78,57
pfim_downsample,size_ascending,90,18,18,8,78,69
pfim_downsample,motility_ascending,90,11,11,8,78,30
pfim_downsample,tiering_ascending,90,31,31,12,78,74
pfim_downsample,calcification_ascending,90,13,13,10,78,63
pfim_downsample,random,90,25,25,10,78,68
pfim_downsample,generality_descending,90,6,6,7,78,19
pfim_downsample,vulnerability_descending,90,15,15,9,78,47
pfim_downsample,size_descending,90,10,10,10,78,37
pfim_downsample,motility_descending,90,11,11,9,78,37
pfim_downsample,tiering_descending,90,2,2,3,78,70
pfim_downsample,calcification_descending,90,7,7,7,78,45
pfim_downsample,generality_ascending,90,21,21,10,78,73
pfim_downsample,vulnerability_ascending,90,32,32,14,78,57
pfim_downsample,size_ascending,90,13,13,7,78,65
pfim_downsample,motility_ascending,90,14,14,10,78,43
pfim_downsample,tiering_ascending,90,45,45,15,78,71
pfim_downsample,calcification_ascending,90,12,12,8,78,58
pfim_downsample,random,90,8,8,9,78,34
pfim_downsample,generality_descending,90,6,6,7,78,19
pfim_downsample,vulnerability_descending,90,15,15,9,78,47
pfim_downsample,size_descending,90,9,9,10,78,37
pfim_downsample,motility_descending,90,8,8,9,78,33
pfim_downsample,tiering_descending,90,2,2,3,78,70
pfim_downsample,calcification_descending,90,9,9,7,78,43
pfim_downsample,generality_ascending,90,21,21,10,78,73
pfim_downsample,vulnerability_ascending,90,32,32,14,78,57
pfim_downsample,size_ascending,90,13,13,7,78,64
pfim_downsample,motility_ascending,90,21,21,13,78,42
pfim_downsample,tiering_ascending,90,34,34,12,78,77
pfim_downsample,calcification_ascending,90,22,22,10,78,50
pfim_downsample,random,90,19,19,9,78,52
pfim_downsample,generality_descending,90,6,6,7,78,19
pfim_downsample,vulnerability_descending,90,15,15,9,78,47
pfim_downsample,size_descending,90,12,12,11,78,39
pfim_downsample,motility_descending,90,9,9,9,78,40
pfim_downsample,tiering_descending,90,2,2,3,78,70
pfim_downsample,calcification_descending,90,11,11,8,78,56
pfim_downsample,generality_ascending,90,21,21,10,78,73
pfim_downsample,vulnerability_ascending,90,32,32,14,78,57
pfim_downsample,size_ascending,90,10,10,6,78,73
pfim_downsample,motility_ascending,90,7,7,8,78,58
pfim_downsample,tiering_ascending,90,41,41,14,78,66
pfim_downsample,calcification_ascending,90,20,20,10,78,52
pfim_downsample,random,90,9,9,8,78,47
pfim_downsample,generality_descending,90,6,6,7,78,19
pfim_downsample,vulnerability_descending,90,15,15,9,78,47
pfim_downsample,size_descending,90,11,11,11,78,39
pfim_downsample,motility_descending,90,13,13,9,78,60
pfim_downsample,tiering_descending,90,2,2,3,78,70
pfim_downsample,calcification_descending,90,17,17,10,78,48
pfim_downsample,generality_ascending,90,21,21,10,78,73
pfim_downsample,vulnerability_ascending,90,32,32,14,78,57
pfim_downsample,size_ascending,90,18,18,8,78,65
pfim_downsample,motility_ascending,90,28,28,11,78,64
pfim_downsample,tiering_ascending,90,38,38,12,78,74
pfim_downsample,calcification_ascending,90,21,21,10,78,63
random,random,90,32,32,12,108,58
random,generality_descending,90,19,19,7,108,57
random,vulnerability_descending,90,0,0,9,108,28
random,size_descending,90,11,11,11,108,34
random,motility_descending,90,16,16,10,108,54
random,tiering_descending,90,0,0,8,108,25
random,calcification_descending,90,7,7,7,108,34
random,generality_ascending,90,0,0,9,108,25
random,vulnerability_ascending,90,51,51,11,108,124
random,size_ascending,90,20,20,7,108,77
random,motility_ascending,90,31,31,11,108,59
random,tiering_ascending,90,69,69,14,108,113
random,calcification_ascending,90,22,22,9,108,59
random,random,90,10,10,7,108,50
random,generality_descending,90,19,19,7,108,57
random,vulnerability_descending,90,0,0,9,108,28
random,size_descending,90,10,10,10,108,39
random,motility_descending,90,22,22,9,108,71
random,tiering_descending,90,0,0,9,108,25
random,calcification_descending,90,15,15,9,108,35
random,generality_ascending,90,0,0,9,108,25
random,vulnerability_ascending,90,51,51,11,108,124
random,size_ascending,90,14,14,5,108,72
random,motility_ascending,90,17,17,9,108,51
random,tiering_ascending,90,62,62,13,108,115
random,calcification_ascending,90,13,13,7,108,82
random,random,90,22,22,8,108,71
random,generality_descending,90,19,19,7,108,57
random,vulnerability_descending,90,0,0,9,108,28
random,size_descending,90,10,10,10,108,37
random,motility_descending,90,9,9,9,108,46
random,tiering_descending,90,0,0,7,108,24
random,calcification_descending,90,12,12,7,108,41
random,generality_ascending,90,0,0,9,108,25
random,vulnerability_ascending,90,51,51,11,108,124
random,size_ascending,90,28,28,8,108,94
random,motility_ascending,90,49,49,13,108,80
random,tiering_ascending,90,62,62,13,108,111
random,calcification_ascending,90,20,20,7,108,76
random,random,90,23,23,8,108,92
random,generality_descending,90,19,19,7,108,57
random,vulnerability_descending,90,0,0,9,108,28
random,size_descending,90,10,10,10,108,36
random,motility_descending,90,9,9,9,108,36
random,tiering_descending,90,0,0,8,108,25
random,calcification_descending,90,26,26,9,108,64
random,generality_ascending,90,0,0,9,108,25
random,vulnerability_ascending,90,51,51,11,108,124
random,size_ascending,90,20,20,7,108,78
random,motility_ascending,90,5,5,9,108,39
random,tiering_ascending,90,67,67,14,108,118
random,calcification_ascending,90,16,16,9,108,55
random,random,90,27,27,8,108,81
random,generality_descending,90,19,19,7,108,57
random,vulnerability_descending,90,0,0,9,108,28
random,size_descending,90,10,10,10,108,36
random,motility_descending,90,12,12,9,108,59
random,tiering_descending,90,0,0,8,108,24
random,calcification_descending,90,15,15,7,108,56
random,generality_ascending,90,0,0,9,108,25
random,vulnerability_ascending,90,51,51,11,108,124
random,size_ascending,90,28,28,8,108,89
random,motility_ascending,90,20,20,10,108,57
random,tiering_ascending,90,68,68,14,108,120
random,calcification_ascending,90,31,31,11,108,71
adbm,random,91,2,2,5,102,117
adbm,generality_descending,91,11,11,10,102,86
adbm,vulnerability_descending,91,4,4,5,102,70
adbm,size_descending,91,12,12,11,102,86
adbm,motility_descending,91,5,5,6,102,129
adbm,tiering_descending,91,0,0,2,102,112
adbm,calcification_descending,91,8,8,7,102,110
adbm,generality_ascending,91,12,12,8,102,82
adbm,vulnerability_ascending,91,8,8,9,102,99
adbm,size_ascending,91,7,7,6,102,79
adbm,motility_ascending,91,7,7,8,102,126
adbm,tiering_ascending,91,22,22,11,102,119
adbm,calcification_ascending,91,15,15,9,102,122
adbm,random,91,20,20,9,102,95
adbm,generality_descending,91,11,11,10,102,86
adbm,vulnerability_descending,91,4,4,5,102,70
adbm,size_descending,91,9,9,10,102,86
adbm,motility_descending,91,1,1,9,102,122
adbm,tiering_descending,91,0,0,2,102,112
adbm,calcification_descending,91,13,13,8,102,136
adbm,generality_ascending,91,12,12,8,102,82
adbm,vulnerability_ascending,91,8,8,9,102,99
adbm,size_ascending,91,9,9,7,102,84
adbm,motility_ascending,91,0,0,8,102,112
adbm,tiering_ascending,91,37,37,13,102,129
adbm,calcification_ascending,91,14,14,9,102,107
adbm,random,91,3,3,7,102,126
adbm,generality_descending,91,11,11,10,102,86
adbm,vulnerability_descending,91,4,4,5,102,70
adbm,size_descending,91,11,11,10,102,88
adbm,motility_descending,91,26,26,11,102,127
adbm,tiering_descending,91,0,0,2,102,112
adbm,calcification_descending,91,21,21,9,102,116
adbm,generality_ascending,91,12,12,8,102,82
adbm,vulnerability_ascending,91,8,8,9,102,99
adbm,size_ascending,91,7,7,6,102,79
adbm,motility_ascending,91,20,20,11,102,128
adbm,tiering_ascending,91,29,29,13,102,132
adbm,calcification_ascending,91,9,9,10,102,115
adbm,random,91,13,13,7,102,127
adbm,generality_descending,91,11,11,10,102,86
adbm,vulnerability_descending,91,4,4,5,102,70
adbm,size_descending,91,9,9,10,102,86
adbm,motility_descending,91,9,9,10,102,122
adbm,tiering_descending,91,0,0,2,102,112
adbm,calcification_descending,91,19,19,8,102,136
adbm,generality_ascending,91,12,12,8,102,82
adbm,vulnerability_ascending,91,8,8,9,102,99
adbm,size_ascending,91,7,7,6,102,83
adbm,motility_ascending,91,2,2,10,102,100
adbm,tiering_ascending,91,41,41,14,102,142
adbm,calcification_ascending,91,16,16,10,102,110
adbm,random,91,7,7,9,102,124
adbm,generality_descending,91,11,11,10,102,86
adbm,vulnerability_descending,91,4,4,5,102,70
adbm,size_descending,91,11,11,10,102,88
adbm,motility_descending,91,15,15,9,102,124
adbm,tiering_descending,91,0,0,2,102,112
adbm,calcification_descending,91,14,14,8,102,131
adbm,generality_ascending,91,12,12,8,102,82
adbm,vulnerability_ascending,91,8,8,9,102,99
adbm,size_ascending,91,12,12,8,102,84
adbm,motility_ascending,91,15,15,10,102,125
adbm,tiering_ascending,91,27,27,13,102,104
adbm,calcification_ascending,91,14,14,9,102,125
bodymassratio,random,91,7,7,12,56,93
bodymassratio,generality_descending,91,1,1,6,56,69
bodymassratio,vulnerability_descending,91,2,2,12,56,61
bodymassratio,size_descending,91,15,15,18,56,344
bodymassratio,motility_descending,91,4,4,10,56,65
bodymassratio,tiering_descending,91,5,5,12,56,234
bodymassratio,calcification_descending,91,3,3,8,56,69
bodymassratio,generality_ascending,91,15,15,17,56,309
bodymassratio,vulnerability_ascending,91,2,2,8,56,78
bodymassratio,size_ascending,91,1,1,7,56,84
bodymassratio,motility_ascending,91,7,7,11,56,69
bodymassratio,tiering_ascending,91,6,6,13,56,58
bodymassratio,calcification_ascending,91,5,5,15,56,206
bodymassratio,random,91,2,2,8,56,64
bodymassratio,generality_descending,91,1,1,6,56,69
bodymassratio,vulnerability_descending,91,2,2,12,56,61
bodymassratio,size_descending,91,15,15,18,56,344
bodymassratio,motility_descending,91,2,2,7,56,56
bodymassratio,tiering_descending,91,1,1,9,56,149
bodymassratio,calcification_descending,91,2,2,7,56,54
bodymassratio,generality_ascending,91,15,15,17,56,309
bodymassratio,vulnerability_ascending,91,2,2,8,56,78
bodymassratio,size_ascending,91,1,1,8,56,79
bodymassratio,motility_ascending,91,10,10,11,56,74
bodymassratio,tiering_ascending,91,8,8,14,56,67
bodymassratio,calcification_ascending,91,2,2,8,56,72
bodymassratio,random,91,2,2,8,56,76
bodymassratio,generality_descending,91,1,1,6,56,69
bodymassratio,vulnerability_descending,91,2,2,12,56,61
bodymassratio,size_descending,91,15,15,17,56,341
bodymassratio,motility_descending,91,8,8,12,56,66
bodymassratio,tiering_descending,91,0,0,9,56,193
bodymassratio,calcification_descending,91,3,3,7,56,55
bodymassratio,generality_ascending,91,15,15,17,56,309
bodymassratio,vulnerability_ascending,91,2,2,8,56,78
bodymassratio,size_ascending,91,2,2,8,56,81
bodymassratio,motility_ascending,91,4,4,10,56,74
bodymassratio,tiering_ascending,91,7,7,13,56,74
bodymassratio,calcification_ascending,91,0,0,10,56,58
bodymassratio,random,91,11,11,16,56,281
bodymassratio,generality_descending,91,1,1,6,56,69
bodymassratio,vulnerability_descending,91,2,2,12,56,61
bodymassratio,size_descending,91,15,15,18,56,344
bodymassratio,motility_descending,91,3,3,9,56,68
bodymassratio,tiering_descending,91,9,9,13,56,242
bodymassratio,calcification_descending,91,3,3,9,56,60
bodymassratio,generality_ascending,91,15,15,17,56,309
bodymassratio,vulnerability_ascending,91,2,2,8,56,78
bodymassratio,size_ascending,91,2,2,8,56,80
bodymassratio,motility_ascending,91,3,3,10,56,64
bodymassratio,tiering_ascending,91,7,7,13,56,76
bodymassratio,calcification_ascending,91,0,0,10,56,59
bodymassratio,random,91,0,0,7,56,71
bodymassratio,generality_descending,91,1,1,6,56,69
bodymassratio,vulnerability_descending,91,2,2,12,56,61
bodymassratio,size_descending,91,15,15,17,56,341
bodymassratio,motility_descending,91,4,4,11,56,77
bodymassratio,tiering_descending,91,1,1,8,56,138
bodymassratio,calcification_descending,91,4,4,8,56,62
bodymassratio,generality_ascending,91,15,15,17,56,309
bodymassratio,vulnerability_ascending,91,2,2,8,56,78
bodymassratio,size_ascending,91,2,2,9,56,81
bodymassratio,motility_ascending,91,6,6,12,56,79
bodymassratio,tiering_ascending,91,7,7,14,56,59
bodymassratio,calcification_ascending,91,3,3,10,56,68
lmatrix,random,91,9,9,8,86,89
lmatrix,generality_descending,91,9,9,10,86,61
lmatrix,vulnerability_descending,91,3,3,6,86,42
lmatrix,size_descending,91,10,10,11,86,63
lmatrix,motility_descending,91,11,11,10,86,92
lmatrix,tiering_descending,91,0,0,2,86,77
lmatrix,calcification_descending,91,17,17,9,86,115
lmatrix,generality_ascending,91,8,8,7,86,59
lmatrix,vulnerability_ascending,91,6,6,8,86,74
lmatrix,size_ascending,91,3,3,6,86,47
lmatrix,motility_ascending,91,13,13,9,86,103
lmatrix,tiering_ascending,91,26,26,14,86,99
lmatrix,calcification_ascending,91,6,6,8,86,85
lmatrix,random,91,8,8,6,86,111
lmatrix,generality_descending,91,9,9,10,86,61
lmatrix,vulnerability_descending,91,3,3,6,86,42
lmatrix,size_descending,91,10,10,11,86,63
lmatrix,motility_descending,91,9,9,11,86,88
lmatrix,tiering_descending,91,0,0,2,86,77
lmatrix,calcification_descending,91,13,13,9,86,101
lmatrix,generality_ascending,91,8,8,7,86,59
lmatrix,vulnerability_ascending,91,6,6,8,86,74
lmatrix,size_ascending,91,5,5,6,86,46
lmatrix,motility_ascending,91,13,13,8,86,108
lmatrix,tiering_ascending,91,24,24,13,86,93
lmatrix,calcification_ascending,91,20,20,10,86,97
lmatrix,random,91,16,16,9,86,85
lmatrix,generality_descending,91,9,9,10,86,61
lmatrix,vulnerability_descending,91,3,3,6,86,42
lmatrix,size_descending,91,8,8,10,86,61
lmatrix,motility_descending,91,7,7,9,86,101
lmatrix,tiering_descending,91,0,0,2,86,77
lmatrix,calcification_descending,91,14,14,8,86,98
lmatrix,generality_ascending,91,8,8,7,86,59
lmatrix,vulnerability_ascending,91,6,6,8,86,74
lmatrix,size_ascending,91,6,6,7,86,47
lmatrix,motility_ascending,91,1,1,10,86,77
lmatrix,tiering_ascending,91,30,30,13,86,111
lmatrix,calcification_ascending,91,8,8,7,86,99
lmatrix,random,91,5,5,7,86,102
lmatrix,generality_descending,91,9,9,10,86,61
lmatrix,vulnerability_descending,91,3,3,6,86,42
lmatrix,size_descending,91,9,9,10,86,61
lmatrix,motility_descending,91,4,4,6,86,74
lmatrix,tiering_descending,91,0,0,2,86,77
lmatrix,calcification_descending,91,12,12,9,86,89
lmatrix,generality_ascending,91,8,8,7,86,59
lmatrix,vulnerability_ascending,91,6,6,8,86,74
lmatrix,size_ascending,91,2,2,5,86,46
lmatrix,motility_ascending,91,1,1,9,86,89
lmatrix,tiering_ascending,91,31,31,13,86,98
lmatrix,calcification_ascending,91,7,7,10,86,91
lmatrix,random,91,10,10,9,86,106
lmatrix,generality_descending,91,9,9,10,86,61
lmatrix,vulnerability_descending,91,3,3,6,86,42
lmatrix,size_descending,91,10,10,11,86,65
lmatrix,motility_descending,91,6,6,9,86,98
lmatrix,tiering_descending,91,0,0,2,86,77
lmatrix,calcification_descending,91,9,9,7,86,101
lmatrix,generality_ascending,91,8,8,7,86,59
lmatrix,vulnerability_ascending,91,6,6,8,86,74
lmatrix,size_ascending,91,5,5,6,86,47
lmatrix,motility_ascending,91,8,8,10,86,93
lmatrix,tiering_ascending,91,35,35,14,86,105
lmatrix,calcification_ascending,91,14,14,8,86,90
niche,random,91,4,4,7,42,62
niche,generality_descending,91,5,5,16,42,30
niche,vulnerability_descending,91,2,2,6,42,63
niche,generality_ascending,91,0,0,2,42,95
niche,vulnerability_ascending,91,7,7,19,42,74
niche,random,91,3,3,9,42,66
niche,generality_descending,91,5,5,16,42,30
niche,vulnerability_descending,91,2,2,6,42,63
niche,generality_ascending,91,0,0,2,42,95
niche,vulnerability_ascending,91,7,7,19,42,74
niche,random,91,4,4,12,42,57
niche,generality_descending,91,5,5,16,42,30
niche,vulnerability_descending,91,2,2,6,42,63
niche,generality_ascending,91,0,0,2,42,95
niche,vulnerability_ascending,91,7,7,19,42,74
niche,random,91,4,4,8,42,75
niche,generality_descending,91,5,5,16,42,30
niche,vulnerability_descending,91,2,2,6,42,63
niche,generality_ascending,91,0,0,2,42,95
niche,vulnerability_ascending,91,7,7,19,42,74
niche,random,91,2,2,11,42,44
niche,generality_descending,91,5,5,16,42,30
niche,vulnerability_descending,91,2,2,6,42,63
niche,generality_ascending,91,0,0,2,42,95
niche,vulnerability_ascending,91,7,7,19,42,74
pfim_metaweb,random,91,20,20,10,82,50
pfim_metaweb,generality_descending,91,7,7,8,82,19
pfim_metaweb,vulnerability_descending,91,11,11,7,82,46
pfim_metaweb,size_descending,91,15,15,10,82,54
pfim_metaweb,motility_descending,91,17,17,8,82,53
pfim_metaweb,tiering_descending,91,2,2,3,82,76
pfim_metaweb,calcification_descending,91,11,11,7,82,56
pfim_metaweb,generality_ascending,91,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,91,31,31,13,82,67
pfim_metaweb,size_ascending,91,27,27,8,82,80
pfim_metaweb,motility_ascending,91,14,14,10,82,52
pfim_metaweb,tiering_ascending,91,56,56,13,82,98
pfim_metaweb,calcification_ascending,91,20,20,10,82,41
pfim_metaweb,random,91,18,18,8,82,73
pfim_metaweb,generality_descending,91,7,7,8,82,19
pfim_metaweb,vulnerability_descending,91,11,11,7,82,46
pfim_metaweb,size_descending,91,18,18,11,82,58
pfim_metaweb,motility_descending,91,13,13,8,82,56
pfim_metaweb,tiering_descending,91,2,2,3,82,76
pfim_metaweb,calcification_descending,91,10,10,7,82,52
pfim_metaweb,generality_ascending,91,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,91,31,31,13,82,67
pfim_metaweb,size_ascending,91,16,16,6,82,75
pfim_metaweb,motility_ascending,91,15,15,10,82,52
pfim_metaweb,tiering_ascending,91,56,56,14,82,86
pfim_metaweb,calcification_ascending,91,22,22,10,82,73
pfim_metaweb,random,91,10,10,6,82,62
pfim_metaweb,generality_descending,91,7,7,8,82,19
pfim_metaweb,vulnerability_descending,91,11,11,7,82,46
pfim_metaweb,size_descending,91,15,15,10,82,54
pfim_metaweb,motility_descending,91,27,27,11,82,66
pfim_metaweb,tiering_descending,91,2,2,3,82,76
pfim_metaweb,calcification_descending,91,9,9,8,82,52
pfim_metaweb,generality_ascending,91,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,91,31,31,13,82,67
pfim_metaweb,size_ascending,91,21,21,7,82,83
pfim_metaweb,motility_ascending,91,19,19,11,82,39
pfim_metaweb,tiering_ascending,91,62,62,14,82,93
pfim_metaweb,calcification_ascending,91,13,13,7,82,67
pfim_metaweb,random,91,24,24,9,82,74
pfim_metaweb,generality_descending,91,7,7,8,82,19
pfim_metaweb,vulnerability_descending,91,11,11,7,82,46
pfim_metaweb,size_descending,91,10,10,11,82,31
pfim_metaweb,motility_descending,91,18,18,11,82,52
pfim_metaweb,tiering_descending,91,2,2,3,82,76
pfim_metaweb,calcification_descending,91,20,20,9,82,69
pfim_metaweb,generality_ascending,91,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,91,31,31,13,82,67
pfim_metaweb,size_ascending,91,21,21,7,82,82
pfim_metaweb,motility_ascending,91,21,21,9,82,52
pfim_metaweb,tiering_ascending,91,59,59,14,82,89
pfim_metaweb,calcification_ascending,91,14,14,10,82,56
pfim_metaweb,random,91,7,7,6,82,65
pfim_metaweb,generality_descending,91,7,7,8,82,19
pfim_metaweb,vulnerability_descending,91,11,11,7,82,46
pfim_metaweb,size_descending,91,16,16,10,82,56
pfim_metaweb,motility_descending,91,23,23,10,82,55
pfim_metaweb,tiering_descending,91,2,2,3,82,76
pfim_metaweb,calcification_descending,91,17,17,8,82,64
pfim_metaweb,generality_ascending,91,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,91,31,31,13,82,67
pfim_metaweb,size_ascending,91,16,16,6,82,79
pfim_metaweb,motility_ascending,91,9,9,9,82,42
pfim_metaweb,tiering_ascending,91,53,53,13,82,88
pfim_metaweb,calcification_ascending,91,29,29,10,82,69
pfim_downsample,random,91,12,12,10,74,32
pfim_downsample,generality_descending,91,7,7,8,74,19
pfim_downsample,vulnerability_descending,91,7,7,8,74,37
pfim_downsample,size_descending,91,13,13,11,74,43
pfim_downsample,motility_descending,91,19,19,11,74,32
pfim_downsample,tiering_descending,91,2,2,3,74,71
pfim_downsample,calcification_descending,91,6,6,7,74,37
pfim_downsample,generality_ascending,91,19,19,11,74,67
pfim_downsample,vulnerability_ascending,91,9,9,10,74,45
pfim_downsample,size_ascending,91,14,14,8,74,63
pfim_downsample,motility_ascending,91,6,6,8,74,30
pfim_downsample,tiering_ascending,91,27,27,13,74,64
pfim_downsample,calcification_ascending,91,6,6,7,74,52
pfim_downsample,random,91,11,11,7,74,58
pfim_downsample,generality_descending,91,7,7,8,74,19
pfim_downsample,vulnerability_descending,91,7,7,8,74,37
pfim_downsample,size_descending,91,13,13,11,74,30
pfim_downsample,motility_descending,91,17,17,11,74,53
pfim_downsample,tiering_descending,91,2,2,3,74,71
pfim_downsample,calcification_descending,91,11,11,8,74,42
pfim_downsample,generality_ascending,91,19,19,11,74,67
pfim_downsample,vulnerability_ascending,91,9,9,10,74,45
pfim_downsample,size_ascending,91,9,9,7,74,62
pfim_downsample,motility_ascending,91,8,8,9,74,19
pfim_downsample,tiering_ascending,91,44,44,16,74,71
pfim_downsample,calcification_ascending,91,11,11,10,74,56
pfim_downsample,random,91,12,12,10,74,52
pfim_downsample,generality_descending,91,7,7,8,74,19
pfim_downsample,vulnerability_descending,91,7,7,8,74,37
pfim_downsample,size_descending,91,10,10,11,74,36
pfim_downsample,motility_descending,91,7,7,8,74,69
pfim_downsample,tiering_descending,91,2,2,3,74,71
pfim_downsample,calcification_descending,91,9,9,7,74,43
pfim_downsample,generality_ascending,91,19,19,11,74,67
pfim_downsample,vulnerability_ascending,91,9,9,10,74,45
pfim_downsample,size_ascending,91,5,5,6,74,61
pfim_downsample,motility_ascending,91,18,18,10,74,50
pfim_downsample,tiering_ascending,91,22,22,12,74,66
pfim_downsample,calcification_ascending,91,9,9,8,74,37
pfim_downsample,random,91,11,11,9,74,36
